# time, x_measured, y_measured, x_predicted, y_predicted, x_kalman, y_kalman
1.047738339021615417e+01,4.175185780506326410e+02,7.888202833286825353e+02,4.196899750086653285e+02,7.661926044841989096e+02,4.193296352283809938e+02,7.699476308477582052e+02
1.051075085324232106e+01,4.208018327527391875e+02,7.728553328247727450e+02,4.288976123057702807e+02,7.616246679795766568e+02,4.275541309056616228e+02,7.634883784760817207e+02
1.054411831626848617e+01,4.246363973779129992e+02,7.565630258505267420e+02,4.376592298010654645e+02,7.555807803807726941e+02,4.354981120207910408e+02,7.557437824129193586e+02
1.057748577929465306e+01,4.244696400877901397e+02,7.303249163005477840e+02,4.460589969260784642e+02,7.481015148264483514e+02,4.424762784043408033e+02,7.451515173221555415e+02
1.061085324232081817e+01,4.245078686551779583e+02,7.246612532623487368e+02,4.533522513985299156e+02,7.374866037113087032e+02,4.485655731719962773e+02,7.353582577422534996e+02
1.064422070534698506e+01,4.240009658863438631e+02,7.101749824243219109e+02,4.596302734142993245e+02,7.277347586203983383e+02,4.537176479964492160e+02,7.248207424277676409e+02
1.067758816837315194e+01,4.247613458624009581e+02,6.965351307493805280e+02,4.648469995319173904e+02,7.171570599352404543e+02,4.581948507470564209e+02,7.137348844530547467e+02
1.071095563139931706e+01,4.254179739756818321e+02,6.838882497786833028e+02,4.692959799722714251e+02,7.059719230051790646e+02,4.620144965099145793e+02,7.023071734858111768e+02
1.074432309442548394e+01,4.248893508354400410e+02,6.707495325066610121e+02,4.730017071615966415e+02,6.944083746484315043e+02,4.650175401748111881e+02,6.904822284191062636e+02
1.077769055745164906e+01,4.267175632866941442e+02,6.571888003450726501e+02,4.757957480978602121e+02,6.824082914061506244e+02,4.676513034507445354e+02,6.782231580364941692e+02
1.081105802047781594e+01,4.261947914474424124e+02,6.438820159280649023e+02,4.781728297087237252e+02,6.699339310589946308e+02,4.695471591156993441e+02,6.656106582739149644e+02
1.084442548350398106e+01,4.278070096743882686e+02,6.308023527083853423e+02,4.797339067046457330e+02,6.570761303801880331e+02,4.711167229154189613e+02,6.527160398686505687e+02
1.087779294653014794e+01,4.286007746108923584e+02,6.163537547048393890e+02,4.809340244511390665e+02,6.439150271558644363e+02,4.722494070764829530e+02,6.393412789876066427e+02
1.091116040955631306e+01,4.268339895319591051e+02,6.017993363992468403e+02,4.816555904952593892e+02,6.302360490987429102e+02,4.725580353140746297e+02,6.255170230504458004e+02
1.094452787258247994e+01,4.274134192416681799e+02,5.874937362825627361e+02,4.814791152049742777e+02,6.160753058013143573e+02,4.725070012244898976e+02,6.113322410003466985e+02
